X,responseid,age,sex_birth,gender_male,gender_female,gender_transm,gender_transf,gender_queernc,gender_nonbin,gender_selfID,race_black,race_ainaan,race_asian,race_his_temp,race_pi,race_mides,race_white,race_other,fincur,aca_impa,belong1,discrim,trans,cis
261,R_ux32M1cnxkamN21,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,2,1,0,1
263,R_1GwyFPEFWp05QA3,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,4,1,2,0,1
264,R_3rZ1563WN1WOMTX,20,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3,2,1,1,0,1
265,R_3QShbP1Eejik4B0,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,1,1,0,1
266,R_z1ipHgwpW6ThXm9,43,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,6,2,0,1
268,R_1QlRV4A0ULKo6O9,44,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,4,3,0,1
269,R_1dh0YwKAsOrkc0a,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,1,4,0,1
270,R_VRnLD1DwTGBNCr7,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,2,1,0,1
272,R_7UkhZ8qZLqSWeQh,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,2,5,1,0,1
273,R_3hcNwcE1oGHysLC,25,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,4,6,1,0,1
275,R_2RWjksrH1rvNAxU,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,4,1,0,1
276,R_8BWmr6bKxUe7dyp,20,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,0,1
277,R_XsRYFbd78Yzsdgd,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,4,1,0,1
278,R_23WeKZwYbAPlbpN,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,3,1,0,1
279,R_2DSrIiwFemV81hu,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,4,5,3,0,1
284,R_22XhtXiceQ2U7Pr,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,1,1,0,1
285,R_3OfFCBtid7adFjz,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,3,1,0,1
287,R_DSO8S6Y5MJF0PWF,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,2,0,1
288,R_2TUfGvAz8lWki0r,46,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,2,2,4,0,1
289,R_24qKkUqZ2lNccSN,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,1,0,1
291,R_1CE23vUAJ85eWQn,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,2,1,0,1
292,R_1oCikKxsimVGj6o,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,1,0,1
297,R_WkfUXOTxM1mUoxj,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,3,1,1,0,1
298,R_29ohS9FbMo8nE9l,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,4,1,0,1
299,R_NXCGgOQTaeSJsMF,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,4,3,2,0,1
302,R_3QRin3zTYFRoSTO,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,2,1,0,1
303,R_qEB1wBeyAmqMwPT,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,3,2,0,1
307,R_1g0y6YZpqOVdicz,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,1,2,0,1
308,R_bEpaO5Pj7uVgScx,19,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,2,4,3,1,0,1
309,R_A4zUnI8nkUWkerL,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,3,1,4,0,1
311,R_1Dpreq7TVL6bJmq,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,1,1,0,1
312,R_2aOXyEq8od6VWvI,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,2,1,0,1
313,R_22LnN3K0uq1be5n,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,1,1,0,1
314,R_9uHWzCsvVSN8TUR,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,1,0,1
316,R_2CxZoiVvx2Y7GPo,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,2,0,1
317,R_1LRwpvKvynD6ebi,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,4,1,0,1
324,R_3j3uXvQutQ2Bot4,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,4,1,0,1
325,R_2U5EnxzmlykhqW7,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,3,1,0,1
326,R_10AFGZXWZgonVrf,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,1,1,0,1
327,R_32WKRr2SwsDtGqm,25,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,0,1
328,R_T4JP7ujGKmOqUqR,44,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,1,2,3,0,1
329,R_3ET4cfrXlvbtuvC,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,2,2,0,1
330,R_sLR8jSZFPORRuhP,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,2,1,0,1
331,R_1EbBdzNqgmUbH3Y,25,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,5,4,0,1
332,R_2wSQfzakw57QOWu,25,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,1,1,0,1
333,R_2PaGktExqYoWycn,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,2,3,0,1
334,R_214HDGkmy65lRQ4,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,4,1,0,1
336,R_0ecyTc0AMZ73pdL,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,2,1,0,1
338,R_daQa9g4JZoFnyKJ,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,4,1,0,1
339,R_9TAXI2D3X9jvJ9T,25,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,5,1,0,1
340,R_POpfyss00XUk4bT,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,3,3,1,0,1
344,R_qQmb20V9K2yZLnH,18,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,4,2,1,0
345,R_10ZqZf6pH3HdeaJ,25,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,0,1
346,R_3OksieK8zXYy0Wf,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,2,3,2,0,1
347,R_3hxLtoGiTwKBOpL,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,3,1,0,1
348,R_3n7d4sbLE1cevoT,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,6,1,0,1
350,R_1rjZnHevmLmYlBM,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,3,3,0,1
351,R_12hemnqFhZrAhf0,22,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,0,1
353,R_12DYd4QdNa9wRCa,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,2,1,0,1
355,R_SNP7ZhAfKaV759n,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,2,1,0,1
359,R_RrALXTeyKpu4rg5,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,3,1,0,1
361,R_3OhBLOZxO6875o5,22,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,3,1,2,0,1
362,R_1TgNmUVDNdu2QUx,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,1,0,1
363,R_3jfe1cTUVuIFSaV,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,1,1,0,1
364,R_3n0kVWWrMg6EwzS,25,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,3,1,0,1
365,R_10VKHgIN8gqEj2w,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,2,1,0,1
368,R_3LcpPhGcPX8d976,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,2,1,0,1
369,R_2BfyzspNuKkjPd6,29,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,4,1,0,1
370,R_3flC4GPPSPOANE6,18,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,0,1
371,R_12xsiQWSwrcEESJ,48,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,0,1
373,R_O6FvvIZKkTjr6sp,29,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,4,2,0,1
374,R_3RpVrTdXbPwNf7T,39,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,2,5,2,0,1
375,R_1jjDOExXoHxtZqD,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,3,1,0,1
377,R_1GDeJyy5SJsU9xJ,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,2,1,0,1
379,R_3ktTdPV915UlCvp,44,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,0,1
380,R_3jUxzGq95o81RyJ,25,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,5,3,0,1
381,R_2WvWJECDJhZpkip,26,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,5,1,0,1
383,R_2EGJtaVUKeLEJCJ,23,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,3,2,0,1
384,R_3hnIpbWMLdElHhu,27,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,5,1,0,1
386,R_yVBLpDulVs8xbax,34,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,1,1,0,1
387,R_1pL1XfjIxDQ6Ir5,28,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3,2,0,1
388,R_ODUa8mQPIOQQ8mt,34,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,2,2,0,1
391,R_R31d1Kf6KwQTxRf,27,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,6,1,0,1
392,R_3gXcF5mEExGs9D5,21,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,1,1,0,1
393,R_shYhwljKDmGpHJ7,28,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,3,2,0,1
394,R_2AROZ9Miu4eQc98,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,2,3,0,1
397,R_YSRrD2EZopzy3ER,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,4,2,0,1
398,R_3066hjIe5wgydTq,22,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,3,1,2,1,0,1
400,R_3h0IUyWX1k1ASl4,18,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,4,1,0,1
401,R_3EgRmgEckEILBX5,23,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,2,1,0,1
402,R_PZLzPEhkLw6MypX,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,3,1,0,1
403,R_2PiHx8W5BCMb5SF,38,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,4,3,1,0,1
405,R_tSAuGvmmH3NtAT7,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,3,1,0,1
408,R_3E9DmfwgSiw1rMN,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,4,2,0,1
409,R_3qIP23loQ3PgY0R,27,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1,1,1,0,1
410,R_2ydXfbgKAlof1cg,43,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,3,1,0,1
411,R_d6yGWrM1Tf6hXhL,45,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,5,1,0,1
413,R_2X1f8UkiSUnaYby,18,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,0,1
414,R_1rJSHtUVq4o13Ac,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,1,0,1
417,R_8bLUeebFxjvmI8N,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,3,3,4,2,0,1
418,R_10Uyq56X9HcKw6b,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,1,2,0,1
419,R_1LpS4JCp83lhTFd,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,2,1,0,1
420,R_QiXb85HReIbaVMd,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,2,1,0,1
423,R_4NkhuDEvlH207sd,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,5,1,0,1
424,R_DGFRXxlqDcbJivv,18,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,6,5,0,1
426,R_1Dp6TrKjB1lgxRT,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,1,1,0,1
429,R_2QEVhwmv5j7IElC,46,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,0,1
430,R_3fTtxpHgQGGO7UP,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,5,1,0,1
431,R_231kgBCMLvuOgx3,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,1,0,1
432,R_3Euo621XFg5r6UW,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,2,1,0,1
433,R_3PsPJ2OvserEGqv,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,2,1,0,1
435,R_1pois4BV0aGuH9D,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,1,1,0,1
437,R_1jqr7drFKOoOD20,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,3,1,0,1
438,R_0OhMaE61avlxVK1,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1,1,1,0,1
439,R_WuEnFP8xId8Rz0J,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,1,1,0,1
440,R_31BktecnviOlPsL,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,1,0,1
442,R_2arVgmckKGxivN8,18,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,0,1
443,R_3KoNxcKPFHj0aQR,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,1,0,1
444,R_3HvQqrBIthjao8B,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,6,1,0,1
447,R_3PIcgiBeAlcKuyW,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,1,1,0,1
450,R_prwPd3mEDP8qAjT,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,2,1,0,1
451,R_2rUgRl9ISivDUVp,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,1,0,1
452,R_3mlOUZZrnGIdyIm,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,3,1,0,1
453,R_2ab2iRYVD9pRJdU,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,2,1,0,1
455,R_2Cd1Is2Ltnz1KVg,18,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,4,1,0,1
456,R_ZgCZlyfGp418oqR,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,1,0,1
458,R_R39Cs5GEKu3rPiN,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,1,1,1,0,1
459,R_2ARxxfHDzH3nRFW,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,1,3,1,0,1
460,R_1hS75ZKI4piu6ru,43,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,4,3,2,0,1
461,R_DHuK07wLwNxEecx,43,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,1,0,1
462,R_3Eu11BqSRjsCi87,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,4,1,0,1
464,R_WiIuaIXZISj4RQR,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,2,1,0,1
465,R_1dv3fAaSne2GzDz,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,1,1,0,1
466,R_3OcVO0l8i9LmaZo,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,2,5,1,0,1
467,R_1dM7rXEp2EUirTO,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,2,1,0,1
468,R_1IBeI9fsqtiHMS1,25,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,1,1,0,1
470,R_XLEFxFnNtShbuCd,33,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,5,2,0,1
471,R_enzSAK1NwKhAxOx,50,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,4,5,3,0,1
475,R_22lGQp8TcAUUrJx,22,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,3,3,1,0,1
476,R_2z84PAR0KlCBSLH,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,1,1,0,1
477,R_3M3hJiV5bzoiMe5,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,1,0,1
478,R_1LMz4DTCrvWRAZS,18,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,4,2,1,2,0,1
479,R_31NHGMCvWAzSNJu,44,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,0,1
480,R_2qk5GItD9KH808d,19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,4,1,0,1
481,R_3kyP7lJmP5Q2FWP,20,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,3,4,0,1
483,R_8oZG9oZpAuXzIPf,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,2,1,1,0,1
3048,R_238AH4JF25xjA8c,40,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,2,3,1,0,1
3049,R_1pyuCyRZwm3V0NZ,20,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,2,5,0,1
3051,R_3gYKTE8FKku8ztu,26,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,4,1,0,1
3052,R_1kHb3Zlbvq2cQBg,21,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,3,4,5,0,1
3053,R_2aFa1qENyGlFYxX,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,3,1,0,1
3055,R_1H1Q02Uy49syKeb,22,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,4,1,0,1
3056,R_2B4igX7GOb2QGXt,22,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,0,1
3058,R_UimjdBmsfpbpDKF,21,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,0,1
3059,R_bpCy01vO867MNah,23,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,2,4,0,1
3061,R_3LX2CxJu2BjapoC,48,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,2,6,0,1
3063,R_2Pnwf8eu4JimRMV,19,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,0,1
3066,R_2y89E5ST7vgPKEA,18,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,0,1
3067,R_21iXH1E0rjzZnUa,20,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,0,1
3068,R_2U9tAqdMOq0VQSF,19,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,4,2,0,1
3069,R_1NEWJy8DetEKohI,21,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,1,0
3071,R_D7UHTdxrlC2TJCx,20,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,4,6,1,0,1
3072,R_r2t8zP6ylWSQZfr,31,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,1,3,1,0,1
3073,R_2WTCFCAwHNiVaCW,21,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,0,1
3074,R_12y9EfUm07vO3gW,22,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,0,1
3076,R_2Ec97zZPpZY1vuv,21,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,0,1
3077,R_1Ib17jfWvVaMFwf,19,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,2,1,0,1
3078,R_1DppM9RTCCjHNtn,20,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,0,1
3080,R_23giMDEjhmVdEbA,26,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,0,1
3081,R_XGLQy3lqIACp853,21,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,3,2,1,0,1
3084,R_2SDNyvMiVHbJDln,23,1,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2,1,3,1,0,1
3085,R_2VHD3K5sAaH6Q3m,36,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,3,2,0,1
3086,R_VVY4dyZoofrkuUV,30,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,5,3,0,1
3087,R_XAt2Tt2X8SslvJT,18,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,0,1
3089,R_2S1WQxGprTClInj,26,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,3,3,1,0,1
3091,R_2rpFOjQpJQDG3aF,18,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,0,1
3092,R_3jeqIH7cKSFtFaT,21,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,0,1
